RDA element,RDA recording method,Alignment,M21 Authority encoding
person member of corporate body of,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
predecessor of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
predecessor of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
predecessor of split,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
product of merger,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
product of split,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related agent of agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related agent of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related agent of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related agent of family,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related agent of person,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of expression,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of family,identifier,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of person,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of place,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related collective agent of work,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of expression,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of family,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of person,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of place,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
related corporate body of work,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsored corporate body of agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsored corporate body of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsored corporate body of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsored corporate body of family,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsored corporate body of person,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsoring agent of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsoring collective agent of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
sponsoring corporate body of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
successor of collective agent,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
successor of corporate body,structured description,aligns with,"511 ** $a, c, d, e, g, n, q"
context of use,identifier,aligns with,511 ** $w/0
context of use,identifier,aligns with,511 ** $w/1
prequel work,identifier,aligns with,530 ** $0
agent described in,identifier,aligns with,530 ** $0
collective agent described in,identifier,aligns with,530 ** $0
corporate body described in,identifier,aligns with,530 ** $0
critique of work,identifier,aligns with,530 ** $0
date of work,identifier,aligns with,530 ** $0
family described in,identifier,aligns with,530 ** $0
identifier for work,identifier,aligns with,530 ** $0
merged to form work,identifier,aligns with,530 ** $0
merger of work,identifier,aligns with,530 ** $0
part of work,identifier,aligns with,530 ** $0
part work,identifier,aligns with,530 ** $0
person described in,identifier,aligns with,530 ** $0
preceded by work,identifier,aligns with,530 ** $0
related expression of agent,identifier,aligns with,530 ** $0
related expression of family,identifier,aligns with,530 ** $0
related expression of person,identifier,aligns with,530 ** $0
related work of agent,identifier,aligns with,530 ** $0
related work of family,identifier,aligns with,530 ** $0
related work of person,identifier,aligns with,530 ** $0
source consulted,identifier,aligns with,530 ** $0
sponsored work of collective agent,identifier,aligns with,530 ** $0
sponsored work of corporate body,identifier,aligns with,530 ** $0
sponsored work of family,identifier,aligns with,530 ** $0
sponsored work of person,identifier,aligns with,530 ** $0
prequel work,IRI,aligns with,530 ** $1
agent described in,IRI,aligns with,530 ** $1
collective agent described in,IRI,aligns with,530 ** $1
corporate body described in,IRI,aligns with,530 ** $1
critique of work,IRI,aligns with,530 ** $1
date of work,IRI,aligns with,530 ** $1
family described in,IRI,aligns with,530 ** $1
identifier for work,IRI,aligns with,530 ** $1
merged to form work,IRI,aligns with,530 ** $1
merger of work,IRI,aligns with,530 ** $1
part of work,IRI,aligns with,530 ** $1
part work,IRI,aligns with,530 ** $1
person described in,IRI,aligns with,530 ** $1
preceded by work,IRI,aligns with,530 ** $1
related expression of agent,IRI,aligns with,530 ** $1
related expression of family,IRI,aligns with,530 ** $1
related expression of person,IRI,aligns with,530 ** $1
related work of agent,IRI,aligns with,530 ** $1
related work of family,IRI,aligns with,530 ** $1
related work of person,IRI,aligns with,530 ** $1
source consulted,IRI,aligns with,530 ** $1
sponsored work of collective agent,IRI,aligns with,530 ** $1
sponsored work of corporate body,IRI,aligns with,530 ** $1
sponsored work of family,IRI,aligns with,530 ** $1
sponsored work of person,IRI,aligns with,530 ** $1
script,identifier,aligns with,530 ** $6
related expression of agent,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s"
related expression of family,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s"
related expression of person,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s"
prequel work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
agent described in,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
collective agent described in,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
corporate body described in,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
critique of work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
family described in,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
merged to form work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
merger of work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
part of work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
part work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
person described in,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
preceded by work,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
related work of agent,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
related work of family,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
related work of person,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
sponsored work of collective agent,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
sponsored work of corporate body,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
sponsored work of family,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
sponsored work of person,structured description,aligns with,"530 ** $a, d, f, k, m, n, p, r"
context of use,identifier,aligns with,530 ** $w/0
context of use,identifier,aligns with,530 ** $w/1
description of place,identifier,aligns with,551 ** $0
identifier for place,identifier,aligns with,551 ** $0
jurisdiction governed,identifier,aligns with,551 ** $0
related place of agent,identifier,aligns with,551 ** $0
related place of collective agent,identifier,aligns with,551 ** $0
related place of corporate body,identifier,aligns with,551 ** $0
related place of family,identifier,aligns with,551 ** $0
related place of person,identifier,aligns with,551 ** $0
related place of work,identifier,aligns with,551 ** $0
source consulted,identifier,aligns with,551 ** $0
subject place,identifier,aligns with,551 ** $0
description of place,IRI,aligns with,551 ** $1
identifier for place,IRI,aligns with,551 ** $1
jurisdiction governed,IRI,aligns with,551 ** $1
related place of agent,IRI,aligns with,551 ** $1
related place of collective agent,IRI,aligns with,551 ** $1
related place of corporate body,IRI,aligns with,551 ** $1
related place of family,IRI,aligns with,551 ** $1
related place of person,IRI,aligns with,551 ** $1
related place of work,IRI,aligns with,551 ** $1
source consulted,IRI,aligns with,551 ** $1
subject place,IRI,aligns with,551 ** $1
script,identifier,aligns with,551 ** $6
description of place,structured description,aligns with,551 ** $a
jurisdiction governed,structured description,aligns with,551 ** $a
related place of agent,structured description,aligns with,551 ** $a
