*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],sameAs[0],*status,instructionNumber,has element type
has statement of responsibility,rdam:statementOfResponsibility.en,"Relates a manifestation to a statement that identifies, and indicates the function of, an agent who is responsible for a work or its expression that is embodied by a manifestation.",A statement of responsibility may include words or phrases that are neither names nor linking words.,,,,,,,,,,statement of responsibility,"A statement that identifies, and indicates the function of, an agent who is responsible for a work or its expression that is embodied by a manifestation.",rdam:P30117,property,rdac:C10007,,,,Published,2.4,6
has statement of responsibility relating to edition,rdam:statementOfResponsibilityRelatingToEdition.en,Relates a manifestation to a statement of responsibility that is associated with an edition.,,,,,,,,,,,statement of responsibility relating to edition,A statement of responsibility that is associated with an edition.,rdam:P30121,property,rdac:C10007,rdam:P30117,,,Published,2.5.4,6
has statement of responsibility relating to named revision of edition,rdam:statementOfResponsibilityRelatingToNamedRevisionOfEdition.en,Relates a manifestation to a statement of responsibility that is associated with a named revision of an edition.,,,,,,,,,,,statement of responsibility relating to named revision of edition,A statement of responsibility that is associated with a named revision of an edition.,rdam:P30118,property,rdac:C10007,rdam:P30117,,,Published,2.5.8,6
has statement of responsibility relating to series,rdam:statementOfResponsibilityRelatingToSeries.en,Relates a manifestation to a statement of responsibility that is associated with a series.,,statement of responsibility relating to subseries,,,,,,,,,statement of responsibility relating to series,A statement of responsibility that is associated with a series.,rdam:P30119,property,rdac:C10007,rdam:P30117,,,Published,2.12.6,6
has statement of responsibility relating to subseries (Deprecated),rdam:statementOfResponsibilityRelatingToSubseries.en,Relates a manifestation to a statement relating to the identification of agents responsible for a subseries. (Deprecated),,,,,,,,,,,statement of responsibility relating to subseries (Deprecated),A statement relating to the identification of agents responsible for a subseries. (Deprecated),rdam:P30120,property,rdac:C10007,rdam:P30117,,,Deprecated,2.12.14,6
has statement of responsibility relating to title proper,rdam:statementOfResponsibilityRelatingToTitleProper.en,Relates a manifestation to a statement of responsibility that is associated with a title proper.,A statement of responsibility relating to title proper does not include a statement of responsibility relating to an edition or a series.,,,,,,,,,,statement of responsibility relating to title proper,A statement of responsibility that is associated with a title proper.,rdam:P30105,property,rdac:C10007,rdam:P30117,,,Published,2.4.2,6
is subject manifestation of,rdam:subjectManifestationOf.en,Relates a manifestation to a work that is about a manifestation.,,subject of (manifestation),,,,,,,,,subject manifestation of,A work that is about a manifestation.,rdam:P30253,property,rdac:C10007,rdam:P30265,rdax:P00014,,Published,,2
has supplementary content,rdam:supplementaryContent.en,Relates a manifestation to an indication of the kinds of expression that supplement the main expressions that are embodied by an augmentation aggregate.,,,,,,,,,,,supplementary content,An indication of the kinds of expression that supplement the main expressions that are embodied by an augmentation aggregate.,rdam:P30455,property,rdac:C10007,,,,Published,7.16,6
has surveyor agent,rdam:surveyorAgent.en,Relates a manifestation to an agent who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,,surveyor,,,,,,,,,surveyor agent,An agent who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,rdam:P30312,property,rdac:C10007,rdam:P30315,,,Published,18.5,2
has surveyor collective agent,rdam:surveyorCollectiveAgent.en,Relates a manifestation to a collective agent who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,,,,,,,,,,,surveyor collective agent,A collective agent who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,rdam:P30366,property,rdac:C10007,rdam:P30367,rdam:P30312,,Published,,2
has surveyor corporate body,rdam:surveyorCorporateBody.en,Relates a manifestation to a corporate body who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,,,,,,,,,,,surveyor corporate body,A corporate body who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,rdam:P30395,property,rdac:C10007,rdam:P30396,rdam:P30366,,Published,,2
has surveyor family,rdam:surveyorFamily.en,Relates a manifestation to a family who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,,,,,,,,,,,surveyor family,A family who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,rdam:P30424,property,rdac:C10007,rdam:P30425,rdam:P30366,,Published,,2
has surveyor person,rdam:surveyorPerson.en,Relates a manifestation to a person who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,,,,,,,,,,,surveyor person,A person who is a contributor agent of cartography who provides measurements or dimensional relationships for a geographic area.,rdam:P30337,property,rdac:C10007,rdam:P30338,rdam:P30312,,Published,,2
has tape configuration,rdam:tapeConfiguration.en,Relates a manifestation to a number of tracks on an audiotape.,,,,,,,,,,,tape configuration,A number of tracks on an audiotape.,rdam:P30185,property,rdac:C10007,rdam:P30125,,,Published,3.16.7,5
has term of availability,rdam:termOfAvailability.en,"Relates a manifestation to a condition under which a distributor, manufacturer, producer, or publisher will normally supply a manifestation.",Includes a price of a manifestation.,,,,,,,,,,term of availability,"A condition under which a distributor, manufacturer, producer, or publisher will normally supply a manifestation.",rdam:P30160,property,rdac:C10007,,,,Published,4.2,6
has title of manifestation,rdam:titleOfManifestation.en,Relates a manifestation to a nomen that is an appellation of manifestation in natural language and phrasing used in common discourse.,,,,,,,,,,,title of manifestation,A nomen that is an appellation of manifestation in natural language and phrasing used in common discourse.,rdam:P30134,property,rdac:C10007,rdam:P30277,rdax:P00019,,Published,2.3,3
has title of series,rdam:titleOfSeries.en,Relates a manifestation to a nomen that is a title that identifies a series to which a manifestation belongs.,,title proper of subseries,title proper of series,,,,,,,,title of series,A nomen that is a title that identifies a series to which a manifestation belongs.,rdam:P30157,property,rdac:C10007,rdam:P30134,,,Published,2.12.2,3
has title proper,rdam:titleProper.en,Relates a manifestation to a nomen that is a title of manifestation that is selected for preference in a specific application or context.,An alternative title is treated as part of a title proper.,preferred title of manifestation,earlier title proper,later title proper,,,,,,,title proper,A nomen that is a title of manifestation that is selected for preference in a specific application or context.,rdam:P30156,property,rdac:C10007,rdam:P30134,rdax:P00021,,Published,2.3.2,3
has title proper of subseries (Deprecated),rdam:titleProperOfSubseries.en,Relates a manifestation to a name of a series appearing on a manifestation of an issue of a subseries. (Deprecated),,,,,,,,,,,title proper of subseries (Deprecated),A name of a series appearing on a manifestation of an issue of a subseries. (Deprecated),rdam:P30158,property,rdac:C10007,rdam:P30157,,,Deprecated,2.12.10,3
has track configuration,rdam:trackConfiguration.en,Relates a manifestation to a configuration of the audio track on a soundtrack film.,,,,,,,,,,,track configuration,A configuration of the audio track on a soundtrack film.,rdam:P30161,property,rdac:C10007,rdam:P30125,,,Published,3.16.6,4
has type of binding,rdam:typeOfBinding.en,Relates a manifestation to a method used to bind a published or unpublished manifestation.,,,,,,,,,,,type of binding,A method used to bind a published or unpublished manifestation.,rdam:P30309,property,rdac:C10007,,,,Published,,4
