*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
has book artist family,rdaw:bookArtistFamily.en,Relates a work to a family who is an artist who is responsible for exploiting the book form or altering its physical structure.,,,,,,book artist family,A family who is an artist who is responsible for exploiting the book form or altering its physical structure.,rdaw:P10569,property,rdac:C10001,rdaw:P10592,rdaw:P10475,Published,,2,
has screenwriter family,rdaw:screenwriterFamily.en,"Relates a work to a family who is an author of a screenplay, script, or scene.",,,,,,screenwriter family,"A family who is an author of a screenplay, script, or scene.",rdaw:P10570,property,rdac:C10001,rdaw:P10577,rdaw:P10476,Published,,2,
has lyricist family,rdaw:lyricistFamily.en,"Relates a work to a family who is an author of the words of a popular song, including a song from a musical.",Authoring of only the dialogue from a musical is excluded.,,,,,lyricist family,"A family who is an author of the words of a popular song, including a song from a musical.",rdaw:P10571,property,rdac:C10001,rdaw:P10577,rdaw:P10477,Published,,2,
has librettist family,rdaw:librettistFamily.en,"Relates a work to a family who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",Authoring of the words of only the songs from a musical is excluded.,,,,,librettist family,"A family who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",rdaw:P10572,property,rdac:C10001,rdaw:P10577,rdaw:P10478,Published,,2,
has rapporteur family,rdaw:rapporteurFamily.en,Relates a work to a family who is an author who is appointed by an organization to report on the proceedings of its meetings.,Responsibility limited to taking minutes is excluded.,,,,,rapporteur family,A family who is an author who is appointed by an organization to report on the proceedings of its meetings.,rdaw:P10573,property,rdac:C10001,rdaw:P10577,rdaw:P10479,Published,,2,
has honouree family of work,rdaw:honoureeFamilyOfWork.en,Relates a work to a family who is honoured by a work.,,honoree family of work,,,,honouree family of work,A family who is honoured by a work.,rdaw:P10574,property,rdac:C10001,rdaw:P10313,rdaw:P10480,Published,,2,
has choreographer family,rdaw:choreographerFamily.en,Relates a work to a family who is responsible for creating a choreographic work.,,,,,,choreographer family,A family who is responsible for creating a choreographic work.,rdaw:P10575,property,rdac:C10001,rdaw:P10578,rdaw:P10481,Published,,2,
has cartographer family of work,rdaw:cartographerFamilyOfWork.en,Relates a work to a family who is responsible for creating a cartographic work.,,,,,,cartographer family of work,A family who is responsible for creating a cartographic work.,rdaw:P10576,property,rdac:C10001,rdaw:P10578,rdaw:P10482,Published,,2,
has author family,rdaw:authorFamily.en,Relates a work to a family who is responsible for creating a textual work.,"Creation of a new work by paraphrasing, rewriting, or adapting works by another creator, if the modification has substantially changed the nature and content of the original or changed the medium of expression, is included.",,,,,author family,A family who is responsible for creating a textual work.,rdaw:P10577,property,rdac:C10001,rdaw:P10578,rdaw:P10483,Published,,2,
has creator family of work,rdaw:creatorFamilyOfWork.en,Relates a work to a family who is responsible for creating a work.,"A creator of work includes an agent who is jointly responsible for the creation of a work either by performing the same role as another agent, such as in a collaboration between two writers, or by performing a different role, such as in a collaboration between a composer and a lyricist.",,,,,creator family of work,A family who is responsible for creating a work.,rdaw:P10578,property,rdac:C10001,rdaw:P10313,rdaw:P10484,Published,,2,
has architect family,rdaw:architectFamily.en,"Relates a work to a family who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,,,,,architect family,"A family who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaw:P10579,property,rdac:C10001,rdaw:P10578,rdaw:P10485,Published,,2,
has commissioning family,rdaw:commissioningFamily.en,Relates a work to a family who is responsible for commissioning a work.,,,,,,commissioning family,A family who is responsible for commissioning a work.,rdaw:P10580,property,rdac:C10001,rdaw:P10313,rdaw:P10486,Published,,2,
has programmer family,rdaw:programmerFamily.en,Relates a work to a family who is responsible for creating a computer program.,,,,,,programmer family,A family who is responsible for creating a computer program.,rdaw:P10581,property,rdac:C10001,rdaw:P10578,rdaw:P10487,Published,,2,
has designer family,rdaw:designerFamily.en,Relates a work to a family who is responsible for creating a design for an object.,,,,,,designer family,A family who is responsible for creating a design for an object.,rdaw:P10582,property,rdac:C10001,rdaw:P10578,rdaw:P10488,Published,,2,
has composer family of work,rdaw:composerFamilyOfWork.en,Relates a work to a family who is responsible for creating a musical work.,"Adaptation of another musical work to form a distinct alteration, paraphrasing a work or creating a work in the general style of another composer, or creating a work that is based on the music of another composer, is included.",,,,,composer family of work,A family who is responsible for creating a musical work.,rdaw:P10583,property,rdac:C10001,rdaw:P10578,rdaw:P10489,Published,,2,
has inventor family,rdaw:inventorFamily.en,Relates a work to a family who is responsible for creating a new device or process.,,,,,,inventor family,A family who is responsible for creating a new device or process.,rdaw:P10584,property,rdac:C10001,rdaw:P10578,rdaw:P10490,Published,,2,
has compiler family,rdaw:compilerFamily.en,Relates a work to a family who is responsible for creating a metadata description set.,"A metadata description set includes a bibliography of works, expressions, or manifestations, a directory of agents and places, and an analytic finding aid.",,,,,compiler family,A family who is responsible for creating a metadata description set.,rdaw:P10585,property,rdac:C10001,rdaw:P10589,rdaw:P10491,Published,,2,
has photographer family of work,rdaw:photographerFamilyOfWork.en,Relates a work to a family who is responsible for creating a photographic work.,,,,,,photographer family of work,A family who is responsible for creating a photographic work.,rdaw:P10586,property,rdac:C10001,rdaw:P10578,rdaw:P10492,Published,,2,
has interviewer family of work,rdaw:interviewerFamilyOfWork.en,"Relates a work to a family who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of family who gathers information.",,,,,,interviewer family of work,"A family who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of family who gathers information.",rdaw:P10587,property,rdac:C10001,rdaw:P10578,rdaw:P10493,Published,,2,
has interviewee family of work,rdaw:intervieweeFamilyOfWork.en,"Relates a work to a family who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,interviewee family of work,"A family who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10588,property,rdac:C10001,rdaw:P10578,rdaw:P10494,Published,,2,
has aggregator family,rdaw:aggregatorFamily.en,Relates a work to a family who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,,,,,,aggregator family,A family who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,rdaw:P10589,property,rdac:C10001,rdaw:P10578,rdaw:P10495,Published,,2,
